,time,avail,forcast_avail,bottom_level,top_level,percentage
68264,19,0,1,36,18,22
68265,17,1,0,38,19,3
68266,9,0,1,0,82,0
68267,8,0,1,21,26,0
68268,18,0,1,1,82,0
68269,2,0,1,27,76,0
68270,5,0,1,68,12,6
68271,7,0,1,91,62,7
68272,18,0,1,70,42,14
68273,9,0,1,31,37,9
68274,0,0,0,22,82,0
68275,2,0,1,50,49,6
68276,7,1,1,18,26,0
68277,7,0,0,15,94,0
68278,9,1,1,11,6,0
68279,17,1,1,64,34,17
68280,0,1,1,10,91,0
68281,19,0,0,68,83,0
68282,17,1,1,38,51,13
68283,8,0,0,72,32,8
68284,11,0,1,0,83,0
68285,6,0,0,62,72,0
68286,19,1,1,61,83,0
68287,20,0,1,100,23,22
68288,22,0,0,32,32,6
68289,20,0,1,51,94,0
68290,17,1,1,41,79,0
68291,22,1,1,7,32,0
68292,1,1,0,61,53,11
68293,19,0,1,98,59,1
68294,21,0,1,25,43,0
68295,8,0,1,93,99,0
68296,15,0,0,3,18,0
68297,1,1,0,72,79,0
68298,8,0,0,19,30,0
68299,19,0,1,100,61,12
68300,9,1,1,74,31,16
68301,3,1,0,68,49,27
68302,16,1,0,3,36,0
68303,8,0,0,34,62,7
68304,23,1,1,51,13,5
68305,1,0,1,52,99,0
68306,16,0,0,54,25,7
68307,15,1,0,61,42,9
68308,9,1,0,41,68,13
68309,5,0,0,37,34,10
68310,3,1,0,17,2,0
68311,23,1,1,47,67,7
68312,8,0,1,0,30,0
68313,5,1,0,32,92,0
68314,14,0,0,36,78,0
68315,2,1,0,3,21,0
68316,17,0,1,94,88,0
68317,8,1,1,9,98,0
68318,17,0,1,57,31,8
68319,14,1,0,70,57,1
68320,21,0,1,98,14,14
68321,8,1,1,32,90,0
68322,16,1,0,89,45,13
68323,10,1,1,68,40,6
68324,13,1,1,11,84,0
68325,0,0,0,19,16,0
68326,4,0,1,65,45,8
68327,4,1,1,56,58,0
68328,7,1,0,29,40,0
68329,0,0,1,94,21,10
68330,1,0,0,69,37,2
68331,5,1,1,20,13,0
68332,14,0,0,70,34,1
68333,22,0,1,79,89,0
68334,10,0,1,70,73,0
68335,12,1,1,83,44,7
68336,9,0,1,98,0,9
68337,19,0,1,89,90,0
68338,14,1,0,19,89,0
68339,12,0,1,84,80,0
68340,17,0,1,78,15,5
68341,15,0,0,81,64,5
68342,7,0,0,32,45,1
68343,15,1,0,66,79,0
68344,23,1,0,70,2,8
68345,19,0,0,50,68,1
68346,12,1,0,6,86,0
68347,9,0,1,39,36,7
68348,10,0,0,85,65,9
68349,20,0,0,64,40,8
68350,10,1,0,31,34,25
68351,1,0,1,61,50,8
68352,21,1,1,29,28,0
68353,20,0,1,94,67,16
68354,13,0,0,17,79,0
68355,2,1,1,29,45,0
68356,14,0,0,73,93,0
68357,6,1,1,26,1,0
68358,22,1,0,79,20,4
68359,0,1,0,87,1,25
68360,0,1,1,16,51,0
68361,10,1,0,79,77,0
68362,23,1,1,100,22,7
68363,23,1,0,39,38,8
68364,8,1,0,24,34,0
68365,5,1,1,93,15,21
68366,4,1,0,22,80,0
68367,1,1,1,78,47,15
68368,3,0,0,77,69,4
68369,12,0,0,39,68,6
68370,10,1,1,96,10,28
68371,13,0,0,51,93,0
68372,18,1,0,74,99,0
68373,12,1,0,84,27,7
68374,19,0,0,95,87,0
68375,8,1,0,5,74,0
68376,2,0,1,87,71,0
68377,13,0,1,26,1,0
68378,15,0,0,42,70,10
68379,17,0,0,89,1,11
68380,21,1,0,55,60,2
68381,15,1,0,56,74,0
68382,16,0,0,69,28,3
68383,9,0,1,25,22,0
68384,20,0,1,86,24,15
68385,12,0,0,69,27,3
68386,16,1,0,100,78,0
68387,14,1,1,6,81,0
68388,6,1,1,67,38,5
68389,23,1,0,45,56,1
68390,8,0,0,54,95,0
68391,19,1,0,79,17,18
68392,20,0,0,97,13,2
68393,11,1,0,82,30,4
68394,15,0,0,74,47,8
68395,23,0,0,88,8,5
68396,20,0,0,57,83,0
68397,14,0,1,92,45,9
68398,22,1,1,86,93,0
68399,6,0,1,73,32,4
68400,15,0,0,74,52,5
68401,15,0,1,90,52,7
68402,0,0,1,57,66,2
68403,20,0,1,57,6,21
68404,0,0,0,51,17,3
68405,3,0,0,42,45,8
68406,13,0,1,53,39,6
68407,14,1,0,28,61,0
68408,16,1,1,95,77,0
68409,17,1,1,100,34,28
68410,14,0,1,100,41,9
68411,12,1,1,23,19,0
68412,20,0,1,52,67,8
68413,7,0,0,53,70,2
68414,9,0,1,53,75,0
68415,20,0,0,30,37,8
68416,8,0,1,40,30,7
68417,14,1,0,68,33,4
68418,3,0,0,96,77,0
68419,22,0,1,50,13,2
68420,1,1,1,25,30,0
68421,18,1,1,15,99,0
68422,12,0,1,67,2,14
68423,21,1,1,58,9,29
68424,3,0,0,58,23,7
68425,2,0,1,53,91,0
68426,3,0,1,26,25,0
68427,16,1,0,0,15,0
68428,3,0,0,83,20,2
68429,6,1,1,57,16,19
68430,4,1,0,45,24,29
68431,12,0,1,17,73,0
68432,6,1,0,41,48,24
68433,1,0,1,90,95,0
68434,7,1,1,49,58,20
68435,13,0,0,31,73,0
68436,8,1,0,27,22,0
68437,9,1,1,43,16,14
68438,7,0,1,97,4,9
68439,13,1,0,36,34,5
68440,7,0,0,5,36,0
68441,5,0,0,1,96,0
68442,17,0,1,27,46,0
68443,22,1,0,33,91,0
68444,7,1,0,54,10,27
68445,16,0,0,93,95,0
68446,19,1,1,52,74,0
68447,2,1,0,26,74,0
68448,16,0,0,34,44,7
68449,4,0,0,43,82,0
68450,13,1,0,61,3,25
68451,0,1,0,51,70,20
68452,20,1,0,55,95,0
68453,10,1,1,66,3,30
68454,18,0,0,59,65,1
68455,0,1,1,3,78,0
68456,7,1,0,45,90,0
68457,2,0,0,42,25,5
68458,21,1,1,66,21,6
68459,8,0,1,60,22,10
68460,4,1,1,57,37,5
68461,19,0,0,88,49,3
68462,3,0,1,77,94,0
68463,11,0,1,2,26,0
68464,15,0,1,88,93,0
68465,6,1,0,74,44,4
68466,3,1,1,25,83,0
68467,14,1,1,7,57,0
68468,16,1,0,77,73,0
68469,6,1,1,8,80,0
68470,19,1,1,75,59,30
68471,22,1,0,63,21,1
68472,16,0,1,18,44,0
68473,12,1,1,63,8,22
68474,22,1,1,98,35,1
68475,8,0,1,8,3,0
68476,13,1,1,63,88,0
68477,5,1,1,48,45,29
68478,3,1,1,4,95,0
68479,8,0,1,34,53,1
68480,1,0,0,0,85,0
68481,11,0,1,75,50,8
68482,14,0,1,84,59,4
68483,5,0,0,1,49,0
68484,14,1,0,25,64,0
68485,11,1,0,76,95,0
68486,11,1,1,55,18,1
68487,6,1,0,40,79,0
68488,13,0,0,33,79,0
68489,18,0,1,60,93,0
68490,13,0,1,76,71,0
68491,19,0,1,35,5,23
68492,17,0,1,11,49,0
68493,14,0,1,57,89,0
68494,22,1,1,1,64,0
68495,15,0,0,89,87,0
68496,11,0,1,60,13,8
68497,10,0,0,46,38,9
68498,5,1,1,88,72,0
68499,21,0,1,78,84,0
68500,12,0,1,79,69,5
68501,13,1,0,96,41,11
68502,23,0,1,1,58,0
68503,6,1,1,47,21,30
68504,13,0,0,39,53,1
68505,17,0,1,12,11,0
68506,9,0,0,45,10,6
68507,3,0,1,61,82,0
68508,7,0,1,45,69,10
68509,21,0,0,28,95,0
68510,3,0,0,39,81,0
68511,13,0,0,66,64,4
68512,17,1,1,59,21,2
68513,20,0,0,19,87,0
68514,17,1,0,61,83,0
68515,22,1,1,2,11,0
68516,19,0,0,82,2,13
68517,2,0,0,14,69,0
68518,8,1,0,28,46,0
68519,16,1,0,17,17,0
68520,14,0,1,71,8,5
68521,16,1,0,66,32,0
68522,4,0,0,31,15,7
68523,9,0,1,86,56,0
68524,20,0,1,11,52,0
68525,16,0,1,41,92,0
68526,11,0,0,96,49,3
68527,6,1,0,33,46,15
68528,6,0,1,70,12,0
68529,12,1,0,74,4,27
68530,14,1,1,49,76,0
68531,8,1,1,88,36,17
68532,13,1,0,21,55,0
68533,19,0,1,20,27,0
68534,23,0,1,31,40,11
68535,14,0,1,84,70,7
68536,16,1,0,9,16,0
68537,7,0,0,82,58,9
68538,17,1,0,34,88,0
68539,8,1,1,58,40,21
68540,3,1,1,27,92,0
68541,2,1,1,38,54,5
68542,3,1,1,80,45,19
68543,19,0,1,20,68,0
68544,11,0,0,34,97,0
68545,17,0,0,63,89,0
68546,3,1,1,51,74,0
68547,4,1,1,12,52,0
68548,15,0,1,16,27,0
68549,0,0,1,68,27,3
68550,5,0,0,92,97,0
68551,13,1,1,79,36,17
68552,21,0,1,5,19,0
68553,15,0,1,75,71,0
68554,14,0,0,87,99,0
68555,5,1,0,27,40,0
68556,15,1,1,12,7,0
68557,15,0,1,84,98,0
68558,1,1,0,50,63,16
68559,14,0,1,96,30,6
68560,11,1,1,6,58,0
68561,18,1,1,80,12,11
68562,22,0,1,76,6,25
68563,22,1,0,82,2,5
68564,14,0,0,91,43,7
68565,20,1,1,39,13,1
68566,1,1,1,78,53,4
68567,2,0,1,79,82,0
68568,14,0,0,11,33,0
68569,11,0,0,81,27,9
68570,7,0,1,29,100,0
68571,13,1,1,22,84,0
68572,10,1,0,16,83,0
68573,21,0,0,29,7,0
68574,22,0,1,67,86,0
68575,19,0,0,2,87,0
68576,13,1,1,19,60,0
68577,1,1,1,82,36,7
68578,14,0,1,74,7,11
68579,4,0,0,54,27,7
68580,20,0,0,46,1,12
68581,6,1,1,7,25,0
68582,18,0,1,90,29,25
68583,13,1,1,64,35,15
68584,16,1,0,10,97,0
68585,4,0,0,66,17,3
68586,13,0,0,39,16,6
68587,12,0,1,75,14,9
68588,15,1,1,17,69,0
68589,6,0,1,69,70,7
68590,1,1,1,2,42,0
68591,11,0,1,46,91,0
68592,14,1,1,23,10,0
68593,15,1,0,89,27,24
68594,18,0,1,51,86,0
68595,5,0,1,56,23,4
68596,16,1,0,32,25,17
68597,9,0,1,8,51,0
68598,2,1,1,16,90,0
68599,5,1,1,37,15,7
68600,18,0,0,21,41,0
68601,23,1,1,26,65,0
68602,14,1,0,80,30,14
68603,5,0,0,29,39,0
68604,7,0,0,84,9,15
68605,4,1,0,22,50,0
68606,7,1,1,96,77,0
68607,19,1,1,74,20,11
68608,8,0,1,72,31,9
68609,6,1,0,51,58,27
68610,16,0,0,88,12,4
68611,12,1,1,98,71,0
68612,14,0,1,55,32,8
68613,4,1,1,42,20,24
68614,16,1,1,100,45,1
68615,6,0,0,46,56,6
68616,21,0,0,28,18,0
68617,17,1,1,91,93,0
68618,17,1,0,67,85,0
68619,0,1,1,16,81,0
68620,14,1,0,63,96,0
68621,9,0,1,48,53,1
68622,3,1,0,74,94,0
68623,8,0,0,82,98,0
68624,15,0,0,15,23,0
68625,14,0,1,46,49,0
68626,0,0,1,39,88,0
68627,12,1,1,11,50,0
68628,10,0,1,69,44,9
68629,22,0,1,99,26,29
68630,21,0,1,41,42,12
68631,7,1,0,60,47,21
68632,12,1,0,4,9,0
68633,20,0,1,33,32,14
68634,13,1,0,47,40,15
68635,22,0,0,58,15,2
68636,22,0,0,53,57,0
68637,19,0,1,7,36,0
68638,13,0,0,58,18,6
68639,4,1,0,40,5,20
68640,20,0,0,83,16,0
68641,16,0,1,84,11,10
68642,6,1,0,84,85,0
68643,8,1,0,54,61,1
68644,17,0,1,46,74,0
68645,15,0,0,34,32,10
68646,19,1,0,35,100,0
68647,19,1,0,20,23,0
68648,5,1,1,37,50,0
68649,14,1,0,10,0,0
68650,14,1,1,87,9,22
68651,15,0,0,20,10,0
68652,22,1,1,60,33,14
68653,5,1,1,7,100,0
68654,10,1,0,41,95,0
68655,23,0,1,76,49,17
68656,22,1,1,71,42,28
68657,10,0,1,76,17,0
68658,19,0,1,4,65,0
68659,17,1,1,51,43,17
68660,21,0,0,18,57,0
68661,10,1,0,3,51,0
68662,4,1,1,36,86,0
68663,8,0,0,68,54,8
68664,12,0,0,5,2,0
68665,15,0,0,2,37,0
68666,1,0,0,39,20,4
68667,0,1,0,30,89,0
68668,7,1,0,13,40,0
68669,4,1,1,65,33,24
68670,21,1,1,37,52,8
68671,9,1,0,93,85,0
68672,2,1,1,11,82,0
68673,3,0,1,39,82,0
68674,14,1,0,61,85,0
68675,1,0,0,62,19,7
68676,7,1,0,77,72,0
68677,9,1,0,59,62,4
68678,23,1,1,95,77,0
68679,4,0,1,21,87,0
68680,19,1,1,2,48,0
68681,21,1,0,87,31,1
68682,8,0,1,18,68,0
68683,2,0,0,100,83,0
68684,22,1,0,36,79,0
68685,1,0,0,67,39,7
68686,23,0,0,67,99,0
68687,11,1,1,5,70,0
68688,22,0,0,7,43,0
68689,18,0,1,54,83,0
68690,18,0,0,37,72,0
68691,11,0,1,98,43,4
68692,2,0,1,92,17,2
68693,8,0,0,6,9,0
68694,10,1,0,77,51,5
68695,5,0,1,5,4,0
68696,9,1,0,54,0,21
68697,2,1,1,56,38,7
68698,19,0,1,27,39,0
68699,1,0,1,100,10,14
68700,4,0,0,75,39,3
68701,4,0,1,8,34,0
68702,14,1,0,79,79,0
68703,11,0,1,79,75,0
68704,19,0,1,16,69,0
68705,8,1,0,39,8,23
68706,16,0,1,2,63,0
68707,1,0,1,75,2,12
68708,9,1,1,71,33,27
68709,13,0,1,55,53,6
68710,9,0,1,72,5,7
68711,14,1,1,65,82,0
68712,20,0,1,62,36,22
68713,16,1,0,83,88,0
68714,0,1,0,34,18,23
68715,15,1,1,58,66,29
68716,1,0,0,43,34,5
68717,6,1,1,37,52,25
68718,9,1,0,64,53,21
68719,3,0,1,56,87,0
68720,18,1,0,95,38,30
68721,22,1,1,36,76,0
68722,4,1,1,99,13,14
68723,9,0,1,50,20,2
68724,11,1,0,81,0,24
68725,11,1,1,32,46,19
68726,3,0,0,20,34,0
68727,23,1,0,34,0,12
68728,2,0,1,30,72,0
68729,12,1,0,2,39,0
68730,1,0,0,70,70,6
68731,23,1,1,84,51,30
68732,5,1,0,72,83,0
68733,18,0,0,63,83,0
68734,12,0,0,24,87,0
68735,1,0,0,95,39,1
68736,23,0,0,13,58,0
68737,17,0,0,96,17,3
68738,4,1,0,44,34,30
68739,9,0,1,79,12,1
68740,11,0,1,52,76,0
68741,12,1,0,2,51,0
68742,16,0,1,61,99,0
68743,4,1,0,90,71,0
68744,19,0,1,87,17,18
68745,4,1,0,56,55,19
68746,5,0,0,87,70,7
68747,22,1,0,51,1,11
68748,20,0,1,83,12,13
68749,19,1,1,12,20,0
68750,6,1,1,65,29,9
68751,2,1,0,18,94,0
68752,10,0,1,86,90,0
68753,20,0,1,48,30,24
68754,22,0,0,2,12,0
68755,20,0,0,6,90,0
68756,9,1,1,0,16,0
68757,19,0,0,53,51,3
68758,4,0,0,8,94,0
68759,5,1,1,23,53,0
68760,5,1,0,77,22,7
68761,7,1,0,68,87,0
68762,7,0,0,86,52,3
68763,15,1,1,72,52,12
68764,6,1,0,49,75,0
68765,2,1,1,20,43,0
68766,19,1,1,77,80,0
68767,9,0,1,6,29,0
68768,3,1,1,27,69,0
68769,8,0,1,33,61,3
68770,15,0,1,47,80,0
68771,6,1,1,14,40,0
68772,16,0,0,85,26,5
68773,10,0,0,3,78,0
68774,15,0,0,84,41,7
68775,12,0,1,72,98,0
68776,7,0,1,78,74,0
68777,3,0,0,72,49,3
68778,5,0,0,24,29,0
68779,8,0,1,79,65,2
68780,6,0,1,9,79,0
68781,20,0,0,32,18,7
68782,10,1,1,46,82,0
68783,17,0,0,12,81,0
68784,15,1,0,59,59,24
68785,14,1,1,87,83,0
68786,3,0,1,35,4,12
68787,4,1,0,24,38,0
68788,19,0,1,94,94,0
68789,3,0,0,51,80,0
68790,13,1,1,81,96,0
68791,5,1,0,87,36,14
68792,14,1,0,74,55,5
68793,3,0,0,72,70,3
68794,15,0,1,14,71,0
68795,20,1,0,45,51,29
68796,23,0,0,67,26,9
68797,15,0,1,87,7,12
68798,22,0,0,21,48,0
68799,16,1,1,6,53,0
68800,23,1,1,6,47,0
68801,10,0,0,26,48,0
68802,11,0,0,19,15,0
68803,21,1,0,83,90,0
68804,4,1,0,41,20,7
68805,12,1,1,80,96,0
68806,10,0,0,95,68,0
68807,17,1,0,4,23,0
68808,18,0,0,51,86,0
68809,9,1,0,98,5,25
68810,5,0,0,50,84,0
68811,22,1,0,7,93,0
68812,2,1,0,6,23,0
68813,19,0,0,77,86,0
68814,2,1,1,65,57,14
68815,22,1,1,44,5,30
68816,22,1,1,9,68,0
68817,6,0,1,11,17,0
68818,7,0,1,4,52,0
68819,7,1,1,48,77,0
68820,19,0,1,6,31,0
68821,17,0,1,94,60,2
68822,11,1,1,41,14,3
68823,8,0,0,32,93,0
68824,5,1,0,17,4,0
68825,19,0,0,95,58,0
68826,6,1,1,4,71,0
68827,8,1,1,53,74,0
68828,6,0,0,32,75,0
68829,6,0,0,40,87,0
68830,6,0,1,98,30,1
68831,2,0,0,93,76,0
68832,17,0,1,58,96,0
68833,8,1,1,55,42,6
68834,11,0,0,99,87,0
68835,16,0,0,76,32,1
68836,22,0,1,36,6,28
68837,0,1,0,98,56,20
68838,23,0,0,52,44,1
68839,23,1,0,46,94,0
68840,2,0,1,75,85,0
68841,6,0,1,89,88,0
68842,6,1,1,98,62,28
68843,1,1,0,67,51,11
68844,18,1,0,10,51,0
68845,6,0,0,26,47,0
68846,12,1,0,14,80,0
68847,20,1,1,48,82,0
68848,15,1,1,59,89,0
68849,0,1,0,95,92,0
68850,2,0,0,98,28,8
68851,0,0,0,72,8,13
68852,1,0,1,41,30,1
68853,1,0,0,26,44,0
68854,13,1,0,84,56,15
68855,0,1,0,55,26,22
68856,19,1,0,18,86,0
68857,1,1,0,8,98,0
68858,21,0,1,98,42,18
68859,7,1,1,77,2,25
68860,8,0,1,100,80,0
68861,0,1,0,76,100,0
68862,22,0,1,38,14,18
68863,11,1,1,65,65,8
68864,15,1,1,21,60,0
68865,3,0,0,73,29,7
68866,11,0,1,12,41,0
68867,0,0,1,9,59,0
68868,12,1,0,0,47,0
68869,10,0,1,99,13,1
68870,16,1,1,93,78,0
68871,21,0,1,42,93,0
68872,8,0,0,3,47,0
68873,22,1,1,6,81,0
68874,14,1,0,96,93,0
68875,17,0,1,32,32,0
68876,20,0,0,67,34,1
68877,16,0,0,92,54,6
68878,15,0,0,9,100,0
68879,6,0,1,57,96,0
68880,19,1,0,93,98,0
68881,22,0,0,48,47,10
68882,11,1,1,3,95,0
68883,15,1,0,92,21,25
68884,17,0,0,81,1,8
68885,23,0,1,89,1,26
68886,21,0,1,36,16,1
68887,23,0,0,38,32,10
68888,22,1,1,34,45,23
68889,10,0,0,71,40,8
68890,11,1,1,62,20,1
68891,11,1,1,38,50,27
68892,19,1,0,80,31,15
68893,14,1,1,70,35,2
68894,2,0,0,75,14,1
68895,21,0,0,92,8,8
68896,15,0,1,3,6,0
68897,17,0,0,76,26,10
68898,5,0,0,38,80,0
68899,22,0,0,70,32,2
68900,9,0,0,61,66,3
68901,18,1,1,77,38,11
68902,19,1,1,45,57,24
68903,20,0,1,13,12,0
68904,3,1,0,11,50,0
68905,20,1,1,23,79,0
68906,18,1,0,52,86,0
68907,8,1,1,88,3,22
68908,16,0,1,19,92,0
68909,1,1,1,73,52,2
68910,1,1,1,8,45,0
68911,9,0,0,37,50,0
68912,20,1,1,66,15,17
68913,12,1,1,86,85,0
68914,9,1,1,59,72,0
68915,3,0,1,49,21,0
68916,12,1,1,21,8,0
68917,3,0,0,43,73,0
68918,12,1,1,62,89,0
68919,22,1,1,90,45,28
68920,1,0,1,49,28,6
68921,5,1,1,46,45,10
68922,23,1,0,100,63,7
68923,22,1,0,65,78,0
68924,14,1,1,56,3,27
68925,19,1,1,84,94,0
68926,18,0,0,65,40,7
68927,23,0,1,64,24,2
68928,10,0,1,96,13,0
68929,16,0,1,44,94,0
68930,3,0,0,12,64,0
68931,9,0,1,96,32,6
68932,4,1,1,7,57,0
68933,10,1,1,55,4,21
68934,2,0,0,32,51,1
68935,15,1,1,4,4,0
68936,20,0,0,74,30,2
68937,13,0,1,89,62,10
68938,7,0,0,10,2,0
68939,23,0,1,55,14,11
68940,12,0,1,66,68,5
68941,7,0,0,8,89,0
68942,14,0,0,83,41,2
68943,2,1,0,32,63,16
68944,6,0,0,35,10,7
68945,11,0,1,19,55,0
68946,9,0,1,68,14,3
68947,13,1,1,30,44,0
68948,8,0,0,15,57,0
68949,17,0,0,30,87,0
68950,22,0,1,80,53,24
68951,7,1,0,63,78,0
68952,4,0,1,45,7,12
68953,20,1,0,8,88,0
68954,20,1,1,21,67,0
68955,18,1,1,67,80,0
68956,16,1,1,31,44,7
68957,8,1,0,6,15,0
68958,2,0,0,67,75,0
68959,9,1,1,93,3,26
68960,8,0,1,93,99,0
68961,6,1,1,42,74,0
68962,20,0,0,58,85,0
68963,16,1,1,33,76,0
68964,17,1,0,10,67,0
68965,11,0,1,23,58,0
68966,22,1,1,68,24,14
68967,16,0,1,38,39,0
68968,15,1,1,45,9,21
68969,1,0,1,14,7,0
68970,22,0,0,21,55,0
68971,1,1,0,100,96,0
68972,6,1,1,48,91,0
68973,21,1,0,4,94,0
68974,5,0,0,39,26,4
68975,16,1,0,26,12,0
68976,16,1,0,21,38,0
68977,12,1,1,96,73,0
68978,21,1,0,90,82,0
68979,8,1,1,29,42,0
68980,21,1,0,59,6,11
68981,12,0,0,99,47,5
68982,1,1,0,83,52,23
68983,9,1,0,15,31,0
68984,18,1,1,4,77,0
68985,2,0,0,81,42,10
68986,0,0,1,34,43,7
68987,15,0,1,63,25,0
68988,6,0,1,11,61,0
68989,21,0,1,94,53,24
68990,17,0,0,56,25,0
68991,16,1,1,52,18,11
68992,7,1,0,25,56,0
68993,20,0,1,61,54,20
68994,12,0,0,83,29,3
68995,19,1,1,44,82,0
68996,9,0,1,64,99,0
68997,16,1,0,25,94,0
68998,21,0,1,9,24,0
68999,20,1,0,64,98,0
69000,21,1,0,0,6,0
69001,3,0,1,35,86,0
69002,9,0,1,4,10,0
69003,19,1,1,42,58,9
69004,9,0,0,8,81,0
69005,5,1,1,57,44,5
69006,9,0,1,27,25,0
69007,7,1,1,3,11,0
69008,5,1,0,35,62,22
69009,11,1,0,60,18,0
69010,7,0,1,70,20,9
69011,1,0,0,31,86,0
69012,1,0,0,43,17,1
69013,9,1,0,89,61,10
69014,2,0,1,2,8,0
69015,2,1,0,91,58,30
69016,13,1,1,10,8,0
69017,21,1,1,51,57,18
69018,2,1,1,51,6,30
69019,21,1,0,73,9,7
69020,14,0,0,7,5,0
69021,17,1,0,37,12,7
69022,3,1,1,39,83,0
69023,9,1,1,70,4,21
69024,2,0,0,76,53,2
69025,9,1,1,40,15,29
69026,9,1,1,17,64,0
69027,11,0,0,1,78,0
69028,7,1,0,27,73,0
69029,20,1,1,89,59,3
69030,5,0,0,48,4,7
69031,22,1,0,82,47,0
69032,8,1,0,13,98,0
69033,16,1,1,3,72,0
69034,16,0,0,82,43,9
69035,11,1,0,71,69,27
69036,19,0,1,90,27,24
69037,22,0,1,19,3,0
69038,9,1,1,51,82,0
69039,16,1,1,56,52,15
69040,5,0,0,68,10,7
69041,15,0,0,88,62,0
69042,5,0,1,36,17,6
69043,2,0,0,40,45,0
69044,6,1,0,43,17,14
69045,18,0,0,16,50,0
69046,9,1,0,53,76,0
69047,16,0,1,82,57,8
69048,1,1,1,14,11,0
69049,5,0,0,24,15,0
69050,18,1,0,43,0,22
69051,12,1,0,9,32,0
69052,11,0,1,76,35,2
69053,11,1,0,16,52,0
69054,15,0,1,49,44,3
69055,7,0,1,67,85,0
69056,6,1,1,4,65,0
69057,14,0,1,93,55,0
69058,2,0,0,29,45,0
69059,22,1,0,72,100,0
69060,19,1,0,59,40,25
69061,22,0,0,77,57,6
69062,16,1,0,58,61,28
69063,5,0,1,96,80,0
69064,5,0,1,66,73,0
69065,13,0,1,33,93,0
69066,18,0,0,24,99,0
69067,5,0,0,45,44,5
69068,2,0,0,5,45,0
69069,10,1,1,33,20,19
69070,3,1,0,80,33,22
69071,16,1,0,75,70,24
69072,17,0,1,96,69,4
69073,10,1,0,92,43,20
69074,18,1,1,24,24,0
69075,20,0,1,24,72,0
69076,19,0,1,64,27,26
69077,22,1,0,10,72,0
69078,23,1,0,63,12,8
69079,23,0,0,14,63,0
69080,23,0,0,86,30,1
69081,17,0,0,61,22,2
69082,7,0,1,14,34,0
69083,2,0,1,1,58,0
69084,12,0,1,64,24,1
69085,4,0,1,9,74,0
69086,1,0,0,11,72,0
69087,22,1,0,4,96,0
69088,7,1,0,82,63,5
69089,21,1,0,19,68,0
69090,13,0,0,70,16,4
69091,8,0,1,100,69,7
69092,22,0,1,40,71,0
69093,1,0,0,98,85,0
69094,9,0,1,38,34,2
69095,0,1,1,31,15,20
69096,13,0,0,58,72,0
69097,1,1,1,5,90,0
69098,6,1,0,99,11,7
69099,19,0,0,54,7,15
69100,18,0,0,86,38,10
69101,23,1,0,19,36,0
69102,18,1,1,93,40,8
69103,15,0,0,53,87,0
69104,0,1,1,60,68,10
69105,13,1,1,86,14,7
69106,7,0,1,92,95,0
69107,3,0,1,60,40,0
69108,4,1,0,81,35,28
69109,23,0,1,94,81,0
69110,22,0,1,90,21,30
69111,5,1,0,81,67,9
69112,23,0,0,4,8,0
69113,9,1,1,3,15,0
69114,0,0,0,7,31,0
69115,13,0,1,78,63,3
69116,19,1,1,71,59,5
69117,13,0,0,63,86,0
69118,14,0,0,0,22,0
69119,12,1,1,85,59,4
69120,17,1,1,12,16,0
69121,8,1,1,75,32,20
69122,19,1,0,54,59,10
69123,5,1,1,22,87,0
69124,3,0,0,20,80,0
69125,4,1,1,70,97,0
69126,23,1,1,33,53,18
69127,0,0,1,66,41,1
69128,2,0,1,41,73,0
69129,14,1,1,100,13,0
69130,16,1,0,31,23,9
69131,0,0,1,41,46,4
69132,6,0,1,78,92,0
69133,23,0,1,80,51,10
69134,23,0,1,2,72,0
69135,23,1,1,72,9,22
69136,0,1,1,62,32,27
69137,16,1,0,97,30,19
69138,2,1,0,31,26,15
69139,15,1,0,46,47,19
69140,19,0,1,48,32,15
69141,5,1,0,48,94,0
69142,17,0,1,91,52,6
69143,23,1,0,92,59,2
69144,18,0,0,17,43,0
69145,5,1,0,57,81,0
69146,7,1,0,14,82,0
69147,20,1,0,48,78,0
69148,12,0,1,33,55,2
69149,8,0,0,78,75,0
69150,5,0,0,96,16,0
69151,23,0,0,0,0,0
69152,15,0,0,92,49,0
69153,13,1,1,75,65,29
69154,15,0,0,31,88,0
69155,15,1,1,35,92,0
69156,16,1,0,79,17,13
69157,4,1,0,65,31,28
69158,14,1,0,20,93,0
69159,22,0,1,24,79,0
69160,9,1,1,3,77,0
69161,2,1,0,90,75,0
69162,7,0,1,19,29,0
69163,5,0,0,30,63,8
69164,4,0,1,95,4,12
69165,20,1,0,39,20,5
69166,20,1,0,25,50,0
69167,12,1,0,42,57,24
69168,23,1,0,36,50,9
69169,1,1,1,23,75,0
69170,1,0,1,94,15,4
69171,21,0,0,99,25,1
69172,20,1,1,91,47,28
69173,12,0,1,12,25,0
69174,3,0,0,20,62,0
69175,20,0,0,23,86,0
69176,14,1,1,56,72,0
69177,3,0,1,44,73,0
69178,6,0,1,11,82,0
69179,2,1,1,79,46,15
69180,10,1,0,27,59,0
69181,8,1,0,55,32,14
69182,0,1,1,78,19,13
69183,19,0,0,65,10,12
69184,10,1,0,4,22,0
69185,8,0,0,77,16,0
69186,6,0,1,16,76,0
69187,19,1,1,11,73,0
69188,23,1,0,73,48,9
69189,20,0,0,54,77,0
69190,7,1,0,19,94,0
69191,11,1,1,17,48,0
69192,16,1,0,67,84,0
69193,8,0,1,56,67,3
69194,22,1,0,71,76,0
